Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-01 00:00:00+05:30,54.63255540165589,55.035583133001424,53.468255723937524,53.826499938964844,107002,0.0,0.0
2014-01-02 00:00:00+05:30,54.54299862542728,55.304270619581516,52.84132739360825,53.06523132324219,432677,0.0,0.0
2014-01-03 00:00:00+05:30,52.75176417407217,53.513036124726646,51.76658489007521,52.393516540527344,156518,0.0,0.0
2014-01-06 00:00:00+05:30,52.617423657270635,52.8413275877271,51.945711865901224,52.34873962402344,76225,0.0,0.0
2014-01-07 00:00:00+05:30,52.39351113355189,52.706975218177355,51.318771760332424,51.58745574951172,97707,0.0,0.0
2014-01-08 00:00:00+05:30,52.303955593397504,52.303955593397504,51.31877632347067,51.85614776611328,79742,0.0,0.0
2014-01-09 00:00:00+05:30,51.900923250639465,51.94570334608564,51.27399166488625,51.58745574951172,76048,0.0,0.0
2014-01-10 00:00:00+05:30,51.27399721268421,52.84132463839945,51.27399721268421,52.169612884521484,122196,0.0,0.0
2014-01-13 00:00:00+05:30,52.43829387704324,54.184745019654926,52.43829387704324,53.647377014160156,2312123,0.0,0.0
2014-01-14 00:00:00+05:30,53.96085028441081,54.18475422749965,52.841330568966605,53.02045440673828,368011,0.0,0.0
2014-01-15 00:00:00+05:30,53.64738235826152,53.916066387773945,52.16961507118895,53.513038635253906,2747714,0.0,0.0
2014-01-16 00:00:00+05:30,53.55781948188724,54.09519096488448,51.49790400498828,52.34873962402344,124792,0.0,0.0
2014-01-17 00:00:00+05:30,52.080047048926424,52.79653882557198,51.36355185577859,51.58745574951172,176183,0.0,0.0
2014-01-20 00:00:00+05:30,51.76658858571589,52.4830804874536,51.318780720066954,51.90093231201172,89824,0.0,0.0
2014-01-21 00:00:00+05:30,51.7218049415072,52.25917297689583,51.58746122440872,51.677024841308594,69766,0.0,0.0
2014-01-22 00:00:00+05:30,51.31877720671441,52.39351669399431,51.31877720671441,51.677024841308594,232640,0.0,0.0
2014-01-23 00:00:00+05:30,51.587458811161945,52.751761860875945,51.13965099711886,52.25917053222656,93629,0.0,0.0
2014-01-24 00:00:00+05:30,51.945708859002906,53.736940198968526,51.497901024011504,51.677024841308594,91584,0.0,0.0
2014-01-27 00:00:00+05:30,51.497900930473364,52.035268964885944,48.67671020855072,50.24403762817383,150263,0.0,0.0
2014-01-28 00:00:00+05:30,50.15447742793928,50.96053289606079,49.34842195981777,50.24403762817383,239483,0.0,0.0
2014-01-29 00:00:00+05:30,50.5127321038941,51.005320106861404,50.15448442000709,50.19926452636719,65118,0.0,0.0
2014-01-30 00:00:00+05:30,49.437989882218254,50.82619360577133,48.631934343895594,49.796234130859375,207696,0.0,0.0
2014-01-31 00:00:00+05:30,49.57232956934427,50.51272882436669,49.52754946589151,49.7514533996582,261327,0.0,0.0
2014-02-03 00:00:00+05:30,49.21408717043581,52.70698661825606,48.85583949637593,51.811370849609375,919012,0.0,0.0
2014-02-04 00:00:00+05:30,50.154475535374125,52.75176224219987,50.154475535374125,51.31877517700195,201469,0.0,0.0
2014-02-05 00:00:00+05:30,51.05008894077984,52.30395214101397,50.826185041916766,52.12482833862305,288852,0.0,0.0
2014-02-06 00:00:00+05:30,52.39351113355189,53.24434661303823,51.40833536772704,51.58745574951172,209794,0.0,0.0
2014-02-07 00:00:00+05:30,50.96053640379711,51.94571234019974,49.706673015191136,51.40834426879883,139745,0.0,0.0
2014-02-10 00:00:00+05:30,51.139657719510744,51.900933153356384,50.82619357507621,51.22922134399414,68787,0.0,0.0
2014-02-11 00:00:00+05:30,51.76658389054434,51.76658389054434,50.7814080420722,51.139652252197266,99173,0.0,0.0
2014-02-12 00:00:00+05:30,51.5874574657451,51.5874574657451,49.88578986666291,50.0201301574707,73718,0.0,0.0
2014-02-13 00:00:00+05:30,50.154484085972534,51.050099873222045,49.0797444579725,49.930580139160156,70830,0.0,0.0
2014-02-14 00:00:00+05:30,50.109695305775624,50.24403560070649,49.25885977187009,49.61710739135742,60233,0.0,0.0
2014-02-17 00:00:00+05:30,50.512723023573244,50.512723023573244,49.25885977187009,49.61710739135742,44213,0.0,0.0
2014-02-18 00:00:00+05:30,49.39320763741544,51.05009532976277,49.34842411883623,49.88579559326172,42484,0.0,0.0
2014-02-19 00:00:00+05:30,50.37838059502679,50.37838059502679,49.393204741102856,49.706668853759766,57569,0.0,0.0
2014-02-20 00:00:00+05:30,49.34842647342183,49.75145424434511,48.58715445229126,49.079742431640625,112215,0.0,0.0
2014-02-21 00:00:00+05:30,50.42316179298709,51.85614892214375,50.24403797477967,51.453121185302734,595696,0.0,0.0
