Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-01 00:00:00+05:30,207.49379823585826,211.8481804836311,204.60718629166718,205.87924194335938,8934,0.0,0.0
2014-01-02 00:00:00+05:30,205.4878387451172,209.40189281645277,205.4878387451172,205.4878387451172,37946,0.0,0.0
2014-01-03 00:00:00+05:30,203.53084814239776,207.59167399594216,203.53084814239776,205.53680419921875,10815,0.0,0.0
2014-01-06 00:00:00+05:30,207.15131779847948,210.0868584803595,201.7694932150328,205.4389190673828,44188,0.0,0.0
2014-01-07 00:00:00+05:30,206.46637712714747,208.3255470625542,204.80290693268884,205.68356323242188,16616,0.0,0.0
2014-01-08 00:00:00+05:30,206.90668035979007,206.90668035979007,205.4878387451172,205.4878387451172,4989,0.0,0.0
2014-01-09 00:00:00+05:30,206.12388865607605,206.95563120777123,202.79694831116117,205.7814178466797,77108,0.0,0.0
2014-01-10 00:00:00+05:30,205.78141378958398,206.46637032580531,201.3781025741047,205.38999938964844,15314,0.0,0.0
2014-01-13 00:00:00+05:30,204.5093350982666,204.5093350982666,192.76717231750487,195.7027130126953,14656,0.0,0.0
2014-01-14 00:00:00+05:30,195.70274195005246,203.18836585726825,192.27794396592654,193.40322875976562,9461,0.0,0.0
2014-01-15 00:00:00+05:30,192.37579907490777,198.54042342998736,191.20157069209822,193.74571228027344,9210,0.0,0.0
2014-01-16 00:00:00+05:30,195.40918552530545,196.5344852539623,191.3483595882015,192.08224487304688,6567,0.0,0.0
2014-01-17 00:00:00+05:30,193.45214952062523,194.43066319036126,185.3304830756295,186.35792541503906,14540,0.0,0.0
2014-01-20 00:00:00+05:30,187.5810571465649,189.48915571102447,182.1503035931547,184.35195922851562,12817,0.0,0.0
2014-01-21 00:00:00+05:30,185.62402397679807,194.43064623650739,182.54171215827273,191.6418914794922,266072,0.0,0.0
2014-01-22 00:00:00+05:30,192.0332961133576,192.57148158546696,187.58105619817348,188.31494140625,24011,0.0,0.0
2014-01-23 00:00:00+05:30,188.85312893051997,192.71825474886992,186.7982443532033,187.72784423828125,7105,0.0,0.0
2014-01-24 00:00:00+05:30,187.8746083305481,191.73973400532864,182.10138415109694,182.98204040527344,37206,0.0,0.0
2014-01-27 00:00:00+05:30,181.02500871840863,181.80782255310706,176.67062635974682,177.89376831054688,99144,0.0,0.0
2014-01-28 00:00:00+05:30,177.15988905615225,180.04650117024966,174.1754196103502,176.3770751953125,6324,0.0,0.0
2014-01-29 00:00:00+05:30,177.89377566196248,179.0190603308278,171.33773752093393,172.65872192382812,42001,0.0,0.0
2014-01-30 00:00:00+05:30,170.261361526114,174.90930099306252,167.52152053835792,170.21243286132812,15453,0.0,0.0
2014-01-31 00:00:00+05:30,171.23989126535767,179.06800058034545,171.23989126535767,175.15394592285156,12634,0.0,0.0
2014-02-03 00:00:00+05:30,178.7744272718668,184.74336605526392,176.62170039178224,177.79591369628906,19484,0.0,0.0
2014-02-04 00:00:00+05:30,177.11096328473312,202.55231712673898,172.75658070949942,185.18370056152344,800544,0.0,0.0
2014-02-05 00:00:00+05:30,185.3794053143176,187.77676073581765,181.95460758905097,183.17774963378906,95376,0.0,0.0
2014-02-06 00:00:00+05:30,183.96052740390164,189.8316080657283,179.55721690753165,180.73143005371094,82859,0.0,0.0
