Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-01 00:00:00+05:30,124.10141539305145,124.10141539305145,119.32675359805678,122.07218170166016,9618,0.0,0.0
2014-01-02 00:00:00+05:30,122.5098663836745,123.30564338148024,120.16232666866625,120.52042388916016,6060,0.0,0.0
2014-01-03 00:00:00+05:30,120.83875257147993,122.11198859407676,120.16233720698563,121.0376968383789,3157,0.0,0.0
2014-01-06 00:00:00+05:30,120.95812095083842,122.54967517387577,120.40107940129437,122.3507308959961,4543,0.0,0.0
2014-01-07 00:00:00+05:30,123.02715762360668,123.26588106496291,120.95813208614727,122.39053344726562,9796,0.0,0.0
2014-01-08 00:00:00+05:30,122.86796964408398,129.71165701867108,121.55494239019636,127.24474334716797,28031,0.0,0.0
2014-01-09 00:00:00+05:30,128.51799146328452,128.51799146328452,123.34544072327617,127.24474334716797,19984,0.0,0.0
2014-01-10 00:00:00+05:30,127.32433736772413,127.52328164486119,125.57363015743692,127.08560180664062,6900,0.0,0.0
2014-01-13 00:00:00+05:30,124.97683280547649,128.91592818253423,124.97683280547649,128.55783081054688,9460,0.0,0.0
2014-01-14 00:00:00+05:30,128.1201204422365,138.4652233350879,125.49405343322434,136.6349334716797,53164,0.0,0.0
2014-01-15 00:00:00+05:30,137.5102786883331,149.60608759748308,136.0380862671712,148.29306030273438,77460,0.0,0.0
2014-01-16 00:00:00+05:30,150.95891024359662,151.11806323170617,133.80991167335873,135.67999267578125,139053,0.0,0.0
2014-01-17 00:00:00+05:30,139.1814127462499,139.1814127462499,128.5180042477473,129.711669921875,18378,0.0,0.0
2014-01-20 00:00:00+05:30,132.09903849671176,132.09903849671176,127.36416575019874,130.7860107421875,8106,0.0,0.0
2014-01-21 00:00:00+05:30,131.62153578010333,138.46522412855285,129.3933694737204,135.8391571044922,15316,0.0,0.0
2014-01-22 00:00:00+05:30,136.75425831181155,136.75425831181155,133.7303038138831,134.96376037597656,2397,0.0,0.0
2014-01-23 00:00:00+05:30,136.31659554729507,140.056744827231,134.44651483603073,138.6243438720703,16910,0.0,0.0
2014-01-24 00:00:00+05:30,137.669414534708,137.669414534708,132.09897579630942,132.17855834960938,8942,0.0,0.0
2014-01-27 00:00:00+05:30,128.71693835932538,132.0989908355364,128.12010556940578,128.15989685058594,4498,0.0,0.0
2014-01-28 00:00:00+05:30,126.52855095732868,132.49687883267438,126.52855095732868,128.75672912597656,2881,0.0,0.0
2014-01-29 00:00:00+05:30,129.07504805200912,130.5074493144675,127.32434079460242,127.64264678955078,2362,0.0,0.0
2014-01-30 00:00:00+05:30,128.2792730669197,128.2792730669197,124.93701149369662,125.45426177978516,3765,0.0,0.0
