Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-04-02 00:00:00+05:30,467.07265567649875,478.37983565198766,463.0551136440885,475.998291015625,352730,0.0,0.0
2018-04-03 00:00:00+05:30,472.5813592268923,475.0664496347463,466.5135867025235,467.44549560546875,115130,0.0,0.0
2018-04-04 00:00:00+05:30,468.02531555979124,472.16713251164776,461.8125901320064,462.18536376953125,163364,0.0,0.0
2018-04-05 00:00:00+05:30,464.711899201335,468.54308018851174,459.534627597042,461.3777160644531,149988,0.0,0.0
2018-04-06 00:00:00+05:30,457.0495321873914,463.4072115355025,455.62062546407935,456.7803039550781,146026,0.0,0.0
2018-04-09 00:00:00+05:30,455.80699554823826,460.5700854608278,455.80699554823826,457.4429931640625,119028,0.0,0.0
2018-04-10 00:00:00+05:30,459.65888358780705,459.74169970638013,452.30715820961944,456.5525207519531,107306,0.0,0.0
2018-04-11 00:00:00+05:30,456.42826230754156,458.0849892124691,453.5289902239183,454.48162841796875,79912,0.0,0.0
2018-04-12 00:00:00+05:30,453.94317479009555,454.7922675579001,447.35767518995,449.8634948730469,109438,0.0,0.0
2018-04-13 00:00:00+05:30,461.8125156657166,476.3088726597077,457.71210743270296,465.1466979980469,289764,0.0,0.0
2018-04-16 00:00:00+05:30,465.9544673437196,480.4094204869528,465.54028559496965,475.4392395019531,270532,0.0,0.0
2018-04-17 00:00:00+05:30,479.20824823248813,482.10752026155245,472.9955224559218,474.81793212890625,123586,0.0,0.0
2018-04-18 00:00:00+05:30,477.965721738022,478.37990347263036,465.9544514343802,468.0253601074219,83918,0.0,0.0
2018-04-19 00:00:00+05:30,471.33880680380025,477.7172155314572,467.65257931008415,472.6020812988281,101248,0.0,0.0
2018-04-20 00:00:00+05:30,472.6641853307278,474.61086986022855,463.0551891078429,466.1822814941406,69878,0.0,0.0
2018-04-23 00:00:00+05:30,468.85371924368854,475.8948086669595,464.85685542979667,468.5638122558594,79814,0.0,0.0
