Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-01 00:00:00+05:30,1616.7949920446695,1623.0977744840152,1604.5092215938598,1611.3143310546875,214453,0.0,0.0
2014-01-02 00:00:00+05:30,1606.7469835331403,1657.7171712168197,1606.7469835331403,1615.3333740234375,1565710,0.0,0.0
2014-01-03 00:00:00+05:30,1613.1409584996902,1652.0993397360073,1600.5811124185063,1642.919189453125,583504,0.0,0.0
2014-01-06 00:00:00+05:30,1648.7653148376917,1661.9189219217483,1637.3929892622843,1651.2315673828125,549379,0.0,0.0
2014-01-07 00:00:00+05:30,1678.9088512566877,1693.7523054639353,1662.5581932444568,1685.988037109375,1614578,0.0,0.0
2014-01-08 00:00:00+05:30,1689.8701902636053,1699.0046237244899,1668.9067100726018,1678.4521484375,1398622,0.0,0.0
2014-01-09 00:00:00+05:30,1697.9085214609865,1698.091165526881,1645.20277395006,1654.9766845703125,947521,0.0,0.0
2014-01-10 00:00:00+05:30,1654.3374994506264,1657.488946426134,1614.968106927635,1638.8089599609375,670378,0.0,0.0
2014-01-13 00:00:00+05:30,1644.1979369346866,1657.671225584568,1612.2274214942897,1628.4410400390625,559984,0.0,0.0
2014-01-14 00:00:00+05:30,1628.6696096579105,1636.7079563151583,1606.8382897289898,1619.8548583984375,530939,0.0,0.0
2014-01-15 00:00:00+05:30,1635.0635513611815,1650.5920878824886,1614.1456769227932,1644.289306640625,612338,0.0,0.0
2014-01-16 00:00:00+05:30,1647.0297607074474,1654.0633417407946,1630.4964575840697,1634.9266357421875,429527,0.0,0.0
2014-01-17 00:00:00+05:30,1624.2850079321038,1652.2364651523953,1613.4151206845695,1621.544677734375,310359,0.0,0.0
2014-01-20 00:00:00+05:30,1620.4484946606078,1641.7773744737954,1609.4871745163423,1624.284912109375,340046,0.0,0.0
2014-01-21 00:00:00+05:30,1627.7561695164304,1655.7988378238788,1627.7561695164304,1645.9337158203125,541958,0.0,0.0
2014-01-22 00:00:00+05:30,1649.2220826234764,1661.553568702356,1639.6309267843478,1651.36865234375,424767,0.0,0.0
2014-01-23 00:00:00+05:30,1640.6355206969715,1662.3755162609746,1633.647657015377,1638.53466796875,493794,0.0,0.0
2014-01-24 00:00:00+05:30,1630.4051967611342,1648.6740653191519,1616.1097848136208,1620.677001953125,377713,0.0,0.0
2014-01-27 00:00:00+05:30,1603.0931334859588,1603.0931334859588,1543.7193137272197,1554.9547119140625,923081,0.0,0.0
2014-01-28 00:00:00+05:30,1566.5554618591855,1599.8961466159553,1407.068263378351,1430.452392578125,6599087,0.0,0.0
2014-01-29 00:00:00+05:30,1475.3939227028059,1550.8444463412388,1475.3939227028059,1528.9674072265625,6737926,0.0,0.0
2014-01-30 00:00:00+05:30,1523.6235112537274,1529.104171366151,1484.8934908250717,1494.302001953125,1651215,0.0,0.0
2014-01-31 00:00:00+05:30,1511.748643704641,1511.748643704641,1480.5545330759767,1494.62158203125,729347,0.0,0.0
2014-02-03 00:00:00+05:30,1479.7782460973704,1516.3159805689102,1473.4298593346668,1478.4080810546875,957497,0.0,0.0
2014-02-04 00:00:00+05:30,1462.422635203807,1488.912489308061,1452.37475950909,1479.4583740234375,703285,0.0,0.0
2014-02-05 00:00:00+05:30,1478.8647924044867,1482.6098878607936,1463.4275773972395,1467.62939453125,627278,0.0,0.0
2014-02-06 00:00:00+05:30,1470.8264914764272,1502.5686490523283,1455.115309882313,1497.7730712890625,1237835,0.0,0.0
2014-02-07 00:00:00+05:30,1511.7032118702057,1525.8159802516946,1505.811546145798,1520.837646484375,921283,0.0,0.0
2014-02-10 00:00:00+05:30,1520.8832210256567,1554.3152262860776,1520.8832210256567,1542.6688232421875,896683,0.0,0.0
2014-02-11 00:00:00+05:30,1543.947785000151,1551.0269717084789,1523.7149903651614,1532.8951416015625,294694,0.0,0.0
2014-02-12 00:00:00+05:30,1539.1520480357103,1543.5366207267962,1500.8787492881431,1505.08056640625,442825,0.0,0.0
2014-02-13 00:00:00+05:30,1503.527820949162,1515.219940950738,1491.1963351758855,1499.18896484375,439092,0.0,0.0
2014-02-14 00:00:00+05:30,1499.8741109996017,1510.4244272103726,1475.8048989369834,1501.1529541015625,451950,0.0,0.0
2014-02-17 00:00:00+05:30,1493.4797962157836,1529.9262062041132,1493.4797962157836,1521.5224609375,617227,0.0,0.0
2014-02-18 00:00:00+05:30,1530.0176297988044,1583.5911052266526,1521.8879615843832,1560.572265625,954637,0.0,0.0
2014-02-19 00:00:00+05:30,1565.6421823707922,1572.0362869662388,1545.5464250708171,1551.118408203125,341015,0.0,0.0
2014-02-20 00:00:00+05:30,1550.1136186460603,1558.3346101415314,1529.2870622558,1537.5994873046875,344996,0.0,0.0
2014-02-21 00:00:00+05:30,1540.156829121366,1555.0460005116474,1526.8662951176077,1530.565673828125,340948,0.0,0.0
